seq,time,pos_press,neg_press,act_pos_ref,act_neg_ref,pos_ctrl,neg_ctrl,act_pos_press,act_neg_press,act_pos_ctrl1,act_pos_ctrl2,act_neg_ctrl1,act_neg_ctrl2,angle,angle_reference,angular_vel,flowrate1,flowrate2,flowrate3,flowrate4,flowrate5,flowrate6
752,15.020234823226929,157.6847686767578,9.831130981445312,101.325,0.0,0.0,0.0,101.95895385742188,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18936395645141602,0.36247968673706055,0.002682209014892578,-0.0006794929504394531,-0.05544424057006836,-0.09896159172058105
753,15.040297746658325,157.66807556152344,9.820823669433594,101.325,0.0,0.8500013202428818,1.0,101.93785095214844,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1979827880859375,0.34787654876708984,0.002682209014892578,-0.0007867813110351562,-0.055414438247680664,-0.0990748405456543
754,15.060303688049316,157.61514282226562,9.834541320800781,101.325,0.0,0.8502521067857742,1.0,101.67487335205078,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20592212677001953,0.3338456153869629,0.002682209014892578,-0.0009000301361083984,-0.05564689636230469,-0.09911060333251953
755,15.080328464508057,157.49188232421875,10.325370788574219,101.325,0.0,0.8505021810531616,1.0,101.39985656738281,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2131938934326172,0.3199458122253418,0.002682209014892578,-0.0010073184967041016,-0.05564093589782715,-0.09924769401550293
756,15.10042667388916,157.54815673828125,11.859809875488281,101.325,0.0,0.8507524907588958,1.0,101.530517578125,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21996498107910156,0.3059983253479004,0.002682209014892578,-0.0011205673217773438,-0.05576014518737793,-0.09937882423400879
757,15.12028956413269,158.01318359375,13.316680908203125,101.325,0.0,0.8510037183761596,1.0,102.03643798828125,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2262711524963379,0.2926945686340332,0.002682209014892578,-0.0012278556823730469,-0.05584359169006348,-0.09976029396057129
758,15.140309810638428,158.07875061035156,14.7244873046875,101.325,0.0,0.8512520045042038,1.0,102.0643310546875,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23229122161865234,0.2808570861816406,0.002682209014892578,-0.00133514404296875,-0.056052207946777344,-0.1003563404083252
759,15.160355567932129,158.2085723876953,16.136138916015625,101.325,0.0,0.8515022575855254,1.0,101.70896911621094,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23772716522216797,0.27611255645751953,0.002682209014892578,-0.0014483928680419922,-0.05601048469543457,-0.10045766830444336
760,15.180341005325317,158.50421142578125,17.40003204345703,101.325,0.0,0.8517528295516967,1.0,101.41619110107422,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24242401123046875,0.28361082077026367,0.002682209014892578,-0.0015556812286376953,-0.05612969398498535,-0.10036230087280273
761,15.200316190719604,158.959228515625,18.57158660888672,101.325,0.0,0.8520026475191116,1.0,101.62969970703125,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24569034576416016,0.3049135208129883,0.002682209014892578,-0.0016629695892333984,-0.05649924278259277,-0.10040402412414551
762,15.220348834991455,159.29075622558594,19.746116638183594,101.325,0.0,0.8522523373365402,1.0,102.02523040771484,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24558305740356445,0.3415107727050781,0.002682209014892578,-0.0017762184143066406,-0.05639791488647461,-0.10001063346862793
763,15.240342855453491,159.656494140625,20.81426239013672,101.325,0.0,0.8525027453899383,1.0,102.07637023925781,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24210214614868164,0.3934502601623535,0.002682209014892578,-0.0018835067749023438,-0.05602836608886719,-0.0993967056274414
764,15.260159730911255,159.94329833984375,21.885597229003906,101.325,0.0,0.8527526706457138,1.0,101.55519104003906,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23195743560791016,0.4598379135131836,0.002682209014892578,-0.001990795135498047,-0.05558133125305176,-0.09848475456237793
765,15.280322551727295,160.40786743164062,22.914474487304688,101.325,0.0,0.8530003815889359,1.0,101.40129089355469,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21513700485229492,0.542294979095459,0.002682209014892578,-0.002104043960571289,-0.05568265914916992,-0.09753108024597168
766,15.300347089767456,161.12144470214844,23.862274169921875,101.325,0.0,0.8532524168491363,1.0,101.7083740234375,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1906871795654297,0.6381630897521973,0.002682209014892578,-0.002211332321166992,-0.055527687072753906,-0.09668469429016113
767,15.320343732833862,161.63870239257812,24.767005920410156,101.325,0.0,0.8535027235746383,1.0,102.0185546875,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15866756439208984,0.7474541664123535,0.002682209014892578,-0.0023245811462402344,-0.055021047592163086,-0.09583234786987305
768,15.340323686599731,161.89773559570312,25.622650146484375,101.325,0.0,0.8537526816129685,1.0,101.91460418701172,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12180805206298828,0.8667230606079102,0.002682209014892578,-0.0024318695068359375,-0.054579973220825195,-0.09520649909973145
769,15.360333681106567,162.38900756835938,26.461166381835938,101.325,0.0,0.8540024310350418,1.0,101.58463287353516,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07894039154052734,0.9984731674194336,0.002682209014892578,-0.0025451183319091797,-0.05418062210083008,-0.09484291076660156
770,15.380317449569702,163.139892578125,27.25054931640625,101.325,0.0,0.8542525559663773,1.0,101.52204895019531,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030994415283203125,1.138448715209961,0.002682209014892578,-0.002652406692504883,-0.054079294204711914,-0.0948488712310791
771,15.400304555892944,163.7655029296875,27.98278045654297,101.325,0.0,0.8545023530721664,1.0,101.57736206054688,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02263784408569336,1.2894034385681152,0.002682209014892578,-0.002759695053100586,-0.05411505699157715,-0.09482502937316895
772,15.420328140258789,164.35501098632812,28.68354034423828,101.325,0.0,0.854752191901207,1.0,101.95919036865234,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08107423782348633,1.4485716819763184,0.002682209014892578,-0.002872943878173828,-0.054132938385009766,-0.09505152702331543
773,15.440323114395142,164.72991943359375,29.37457275390625,101.325,0.0,0.85500248670578,1.0,101.93045806884766,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14503002166748047,1.6147375106811523,0.002682209014892578,-0.0029802322387695312,-0.05429387092590332,-0.09510517120361328
774,15.46029543876648,165.14297485351562,30.03325653076172,101.325,0.0,0.8552524238824845,1.0,101.64066314697266,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2137899398803711,1.7888426780700684,0.002682209014892578,-0.0030875205993652344,-0.054460763931274414,-0.09517669677734375
775,15.480326652526855,165.82806396484375,30.661277770996094,101.325,0.0,0.8555020779371262,1.0,101.39628601074219,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28722286224365234,1.971602439880371,0.002682209014892578,-0.0032007694244384766,-0.0546872615814209,-0.09497404098510742
776,15.500316381454468,166.6974639892578,31.218353271484375,101.325,0.0,0.8557524681091309,1.0,101.6259994506836,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36361217498779297,2.1578311920166016,0.002682209014892578,-0.0033080577850341797,-0.05484819412231445,-0.0949859619140625
777,15.520325422286987,167.4537353515625,31.736427307128906,101.325,0.0,0.856002339720726,1.0,101.7295913696289,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44531822204589844,2.351224422454834,0.002682209014892578,-0.003415346145629883,-0.05504488945007324,-0.09440779685974121
778,15.540289640426636,167.9386749267578,32.28766632080078,101.325,0.0,0.8562524527311325,1.0,101.91067504882812,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532233715057373,2.5512337684631348,0.002682209014892578,-0.003528594970703125,-0.05519390106201172,-0.09382963180541992
779,15.560322046279907,168.51730346679688,32.796913146972656,101.325,0.0,0.8565020054578781,1.0,101.52359771728516,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6241917610168457,2.7575016021728516,0.002682209014892578,-0.003635883331298828,-0.054955482482910156,-0.09317398071289062
780,15.580376386642456,168.87838745117188,33.30475616455078,101.325,0.0,0.856752410531044,1.0,101.37387084960938,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7203340530395508,2.9706835746765137,0.002682209014892578,-0.0037491321563720703,-0.05499720573425293,-0.09264945983886719
781,15.600320100784302,169.66244506835938,33.741424560546875,101.325,0.0,0.8570030897855758,1.0,101.5871353149414,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8190751075744629,3.1864523887634277,0.002682209014892578,-0.0038564205169677734,-0.05523562431335449,-0.09219050407409668
782,15.620335340499878,170.55184936523438,34.148887634277344,101.325,0.0,0.8572523862123489,1.0,101.88408660888672,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9211540222167969,3.406405448913574,0.002682209014892578,-0.0039637088775634766,-0.054967403411865234,-0.09167790412902832
783,15.64037275314331,171.25949096679688,34.5770263671875,101.325,0.0,0.8575025767087936,1.0,101.85833740234375,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0252118110656738,3.6305904388427734,0.002682209014892578,-0.004076957702636719,-0.05460977554321289,-0.0915825366973877
784,15.660356044769287,171.87554931640625,35.00343322753906,101.325,0.0,0.8577530443668365,1.0,101.70169830322266,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1308789253234863,3.8578152656555176,0.002682209014892578,-0.004184246063232422,-0.05450844764709473,-0.09136199951171875
785,15.68036150932312,172.42666625976562,35.407012939453125,101.325,0.0,0.8580028355121613,1.0,101.57223510742188,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2392282485961914,4.087245464324951,0.002682209014892578,-0.004297494888305664,-0.05453228950500488,-0.09115338325500488
786,15.700361251831055,173.12295532226562,35.73878479003906,101.325,0.0,0.8582529038190841,1.0,101.61825561523438,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3500452041625977,4.320001602172852,0.002682209014892578,-0.004404783248901367,-0.05459189414978027,-0.0911712646484375
787,15.7203688621521,174.06768798828125,36.05706024169922,101.325,0.0,0.8585029006004333,1.0,101.97743225097656,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.460409164428711,4.551351070404053,0.002682209014892578,-0.00451207160949707,-0.05467534065246582,-0.09143352508544922
788,15.740395545959473,174.9028778076172,36.352882385253906,101.325,0.0,0.8587529957294464,1.0,102.0584945678711,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5723705291748047,4.7853827476501465,0.002682209014892578,-0.0046253204345703125,-0.0546574592590332,-0.09127259254455566
789,15.760381937026978,175.52658081054688,36.70403289794922,101.325,0.0,0.8590033292770386,1.0,101.70980834960938,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.685166358947754,5.020654201507568,0.002682209014892578,-0.004732608795166016,-0.05467534065246582,-0.09087324142456055
790,15.780369281768799,176.06289672851562,37.023521423339844,101.325,0.0,0.8592531591653824,1.0,101.37399291992188,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7985105514526367,5.257058143615723,0.002682209014892578,-0.004839897155761719,-0.054579973220825195,-0.09111166000366211
791,15.80034589767456,176.63975524902344,37.302528381347656,101.325,0.0,0.8595030009746552,1.0,101.55554962158203,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9128799438476562,5.495774745941162,0.002682209014892578,-0.004953145980834961,-0.05497336387634277,-0.09134411811828613
792,15.820365190505981,177.50558471679688,37.53178024291992,101.325,0.0,0.8597527086734772,1.0,101.99972534179688,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.025783061981201,5.732154846191406,0.002682209014892578,-0.005060434341430664,-0.05516409873962402,-0.09167194366455078
793,15.84029221534729,178.48916625976562,37.7972412109375,101.325,0.0,0.8600029498338699,1.0,101.983154296875,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.139556407928467,5.970478057861328,0.002682209014892578,-0.005173683166503906,-0.05500912666320801,-0.09145736694335938
794,15.860313892364502,179.13946533203125,38.06753158569336,101.325,0.0,0.8602520376443863,1.0,101.8039779663086,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2533535957336426,6.20880126953125,0.002682209014892578,-0.005280971527099609,-0.05518198013305664,-0.09134411811828613
795,15.88035273551941,179.5030517578125,38.33442687988281,101.325,0.0,0.8605023086071014,1.0,101.46435546875,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3672103881835938,6.447124481201172,0.002682209014892578,-0.0053882598876953125,-0.05517005920410156,-0.09145140647888184
796,15.900375843048096,180.28231811523438,38.553565979003906,101.325,0.0,0.8607527941465377,1.0,101.68858337402344,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4818897247314453,6.687068939208984,0.002682209014892578,-0.005501508712768555,-0.055480003356933594,-0.09161829948425293
797,15.92034125328064,180.93283081054688,38.7299919128418,101.325,0.0,0.8610030829906463,1.0,102.0032958984375,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5950193405151367,6.923770904541016,0.002682209014892578,-0.005608797073364258,-0.05527138710021973,-0.09178519248962402
798,15.94036054611206,181.64869689941406,38.92611312866211,101.325,0.0,0.8612526506185532,1.0,102.10391235351562,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7096986770629883,7.163715362548828,0.002682209014892578,-0.0057220458984375,-0.0547945499420166,-0.09187459945678711
799,15.960343837738037,182.24832153320312,39.15104675292969,101.325,0.0,0.8615028917789459,1.0,101.67821502685547,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8236031532287598,7.40201473236084,0.002682209014892578,-0.005829334259033203,-0.05478858947753906,-0.0917971134185791
800,15.980337381362915,182.86868286132812,39.36410903930664,101.325,0.0,0.8617526829242707,1.0,101.47627258300781,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9375076293945312,7.64002799987793,0.002682209014892578,-0.005936622619628906,-0.054454803466796875,-0.09139180183410645
801,16.000375032424927,183.62982177734375,39.512516021728516,101.325,0.0,0.8620026022195816,1.0,101.66223907470703,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0514121055603027,7.87731409072876,0.002682209014892578,-0.0060498714447021484,-0.05437135696411133,-0.0908970832824707
802,16.020394325256348,184.1871337890625,39.670230865478516,101.325,0.0,0.8622530728578567,1.0,102.16470336914062,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.165316581726074,8.111345291137695,0.002682209014892578,-0.0061571598052978516,-0.05446672439575195,-0.09107589721679688
803,16.04034185409546,184.6378631591797,39.83061599731445,101.325,0.0,0.8625033140182495,1.0,102.16124725341797,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2792091369628906,8.34103775024414,0.002682209014892578,-0.006264448165893555,-0.05450248718261719,-0.09147524833679199
804,16.060367345809937,185.24964904785156,40.0095329284668,101.325,0.0,0.8627526581287384,1.0,101.73960876464844,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3929944038391113,8.565807342529297,0.002682209014892578,-0.006377696990966797,-0.054579973220825195,-0.0913858413696289
805,16.080328464508057,185.916259765625,40.16458511352539,101.325,0.0,0.8630029767751694,1.0,101.59393310546875,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5053133964538574,8.785629272460938,0.002682209014892578,-0.0064849853515625,-0.054705142974853516,-0.09171366691589355
806,16.1003520488739,186.69183349609375,40.30143356323242,101.325,0.0,0.8632524907588959,1.0,101.74079895019531,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.616487979888916,9.002840042114258,0.002682209014892578,-0.006598234176635742,-0.05461573600769043,-0.09212493896484375
807,16.120360612869263,187.41127014160156,40.42099380493164,101.325,0.0,0.8635027855634689,1.0,102.06111145019531,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7238717079162598,9.21226692199707,0.002682209014892578,-0.006705522537231445,-0.054204463958740234,-0.09225606918334961
808,16.140349864959717,187.57542419433594,40.546138763427734,101.325,0.0,0.8637528926134109,1.0,101.97981262207031,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8282036781311035,9.417939186096191,0.002682209014892578,-0.0068128108978271484,-0.054270029067993164,-0.09247064590454102
809,16.16035747528076,187.96868896484375,40.67696762084961,101.325,0.0,0.8640027582645416,1.0,101.74198913574219,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.929269313812256,9.618818283081055,0.002682209014892578,-0.006926059722900391,-0.05422234535217285,-0.09260177612304688
810,16.18035078048706,188.7681121826172,40.810577392578125,101.325,0.0,0.8642528533935546,1.0,101.56282043457031,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.026377201080322,9.81595516204834,0.002682209014892578,-0.007033348083496094,-0.05363821983337402,-0.09249448776245117
811,16.20034146308899,189.34031677246094,40.91790008544922,101.325,0.0,0.8645027697086334,1.0,101.70777893066406,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.121339321136475,10.009515762329102,0.002682209014892578,-0.007146596908569336,-0.05317330360412598,-0.09225010871887207
812,16.220367431640625,190.06629943847656,40.990779876708984,101.325,0.0,0.8647526532411575,1.0,101.9992446899414,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.212534427642822,10.194921493530273,0.002682209014892578,-0.007253885269165039,-0.05314946174621582,-0.09229779243469238
813,16.240352392196655,190.65673828125,41.11872100830078,101.325,0.0,0.8650029778480529,1.0,102.09425354003906,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3015241622924805,10.376596450805664,0.002682209014892578,-0.007361173629760742,-0.053632259368896484,-0.09213685989379883
814,16.26035714149475,190.8280487060547,41.242950439453125,101.325,0.0,0.8652527898550033,1.0,101.76726531982422,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.388666152954102,10.555421829223633,0.002682209014892578,-0.007474422454833984,-0.05391240119934082,-0.0920414924621582
815,16.280351400375366,191.180908203125,41.36674499511719,101.325,0.0,0.8655028492212296,1.0,101.56103515625,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.473721981048584,10.72958755493164,0.002682209014892578,-0.0075817108154296875,-0.05410909652709961,-0.09208321571350098
816,16.30035924911499,192.02120971679688,41.43312454223633,101.325,0.0,0.8657527774572372,1.0,101.69895935058594,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.557299613952637,10.900222778320312,0.002682209014892578,-0.007688999176025391,-0.053954124450683594,-0.09229779243469238
817,16.32034945487976,192.55657958984375,41.48808670043945,101.325,0.0,0.8660028755664825,1.0,101.93212890625,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.639554023742676,11.066913604736328,0.002682209014892578,-0.007802248001098633,-0.05383491516113281,-0.09213685989379883
818,16.340357065200806,193.097900390625,41.58893585205078,101.325,0.0,0.8662527531385421,1.0,101.97838592529297,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.720592498779297,11.229634284973145,0.002682209014892578,-0.007909536361694336,-0.05397796630859375,-0.0920712947845459
819,16.36035990715027,193.49046325683594,41.683258056640625,101.325,0.0,0.8665028482675552,1.0,101.88993072509766,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800105094909668,11.389803886413574,0.002682209014892578,-0.008022785186767578,-0.05397200584411621,-0.09184479713439941
820,16.380335569381714,193.67822265625,41.79348373413086,101.325,0.0,0.8667528837919235,1.0,101.56198120117188,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87750768661499,11.54435920715332,0.002682209014892578,-0.008130073547363281,-0.05380511283874512,-0.09142756462097168
821,16.400360107421875,194.00283813476562,41.85139846801758,101.325,0.0,0.8670025795698165,1.0,101.58439636230469,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.953336715698242,11.696517944335938,0.002682209014892578,-0.008237361907958984,-0.05353093147277832,-0.09070038795471191
822,16.420356512069702,194.7568359375,41.886253356933594,101.325,0.0,0.8672528862953186,1.0,101.87335968017578,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.028259754180908,11.844539642333984,0.002682209014892578,-0.008350610733032227,-0.05323290824890137,-0.0901639461517334
823,16.44034457206726,195.40341186523438,41.939918518066406,101.325,0.0,0.8675028413534164,1.0,102.09353637695312,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.099093914031982,11.988282203674316,0.002682209014892578,-0.00845789909362793,-0.05276799201965332,-0.08962154388427734
824,16.460208654403687,195.7176513671875,42.03205871582031,101.325,0.0,0.8677526921033859,1.0,101.84093475341797,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.168724060058594,12.128806114196777,0.002682209014892578,-0.008565187454223633,-0.05234479904174805,-0.08904337882995605
825,16.480345964431763,195.9790802001953,42.1292724609375,101.325,0.0,0.8680009931325913,1.0,101.59918212890625,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.236411094665527,12.265229225158691,0.002682209014892578,-0.008678436279296875,-0.05186796188354492,-0.08890032768249512
826,16.50036311149597,196.27960205078125,42.18388748168945,101.325,0.0,0.8682527095079422,1.0,101.621826171875,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.303144454956055,12.398600578308105,0.002682209014892578,-0.008785724639892578,-0.05174875259399414,-0.0892341136932373
827,16.520365476608276,196.60696411132812,42.2050895690918,101.325,0.0,0.8685029238462448,1.0,102.00401306152344,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3680419921875,12.530040740966797,0.002682209014892578,-0.00889897346496582,-0.052231550216674805,-0.08971095085144043
828,16.54036259651184,197.39195251464844,42.22654342651367,101.325,0.0,0.8687529534101486,1.0,102.10116577148438,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.431091785430908,12.656545639038086,0.002682209014892578,-0.009006261825561523,-0.0525355339050293,-0.09011626243591309
829,16.560352563858032,197.80416870117188,42.31012725830078,101.325,0.0,0.8690029174089432,1.0,101.8091049194336,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.492091178894043,12.781631469726562,0.002682209014892578,-0.009113550186157227,-0.05224347114562988,-0.09026527404785156
830,16.580333709716797,197.89321899414062,42.394840240478516,101.325,0.0,0.8692527920007705,1.0,101.50655364990234,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54964542388916,12.905216217041016,0.002682209014892578,-0.009226799011230469,-0.052046775817871094,-0.09010434150695801
831,16.600339651107788,198.31640625,42.42963790893555,101.325,0.0,0.8695025563240051,1.0,101.55411529541016,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6072235107421875,13.026976585388184,0.002682209014892578,-0.009334087371826172,-0.05218982696533203,-0.08974671363830566
832,16.62035584449768,198.71218872070312,42.44307327270508,101.325,0.0,0.8697526305913925,1.0,102.00770568847656,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6618452072143555,13.143491744995117,0.002682209014892578,-0.009441375732421875,-0.052225589752197266,-0.0890970230102539
833,16.64034676551819,198.94143676757812,42.48799514770508,101.325,0.0,0.8700028330087661,1.0,102.07279968261719,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.716419219970703,13.257539749145508,0.002682209014892578,-0.009554624557495117,-0.05225539207458496,-0.08854866027832031
834,16.660385608673096,199.3917999267578,42.53291702270508,101.325,0.0,0.8702527195215225,1.0,101.85476684570312,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77007532119751,13.366853713989258,0.002682209014892578,-0.00966191291809082,-0.052285194396972656,-0.08794069290161133
835,16.680359601974487,199.7290496826172,42.58560562133789,101.325,0.0,0.8705032050609588,1.0,101.52872467041016,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.823957920074463,13.473749160766602,0.002682209014892578,-0.009775161743164062,-0.052231550216674805,-0.0870823860168457
836,16.70032238960266,200.03375244140625,42.629947662353516,101.325,0.0,0.8707528799772263,1.0,101.65795135498047,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.878114700317383,13.578176498413086,0.002682209014892578,-0.009882450103759766,-0.05218386650085449,-0.08635520935058594
837,16.72031331062317,200.5529022216797,42.65506362915039,101.325,0.0,0.8710024148225785,1.0,102.06159210205078,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.929219722747803,13.680112838745117,0.002682209014892578,-0.009989738464355469,-0.05231499671936035,-0.0858008861541748
838,16.74033284187317,200.73672485351562,42.68367385864258,101.325,0.0,0.8712523013353347,1.0,102.10486602783203,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.979263782501221,13.780522346496582,0.002682209014892578,-0.010102987289428711,-0.052356719970703125,-0.08522868156433105
839,16.760339498519897,200.86093139648438,42.74201965332031,101.325,0.0,0.8715025454759597,1.0,101.84272003173828,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0288190841674805,13.878786087036133,0.002682209014892578,-0.010210275650024414,-0.052291154861450195,-0.08460283279418945
840,16.78033947944641,201.0838623046875,42.80164337158203,101.325,0.0,0.8717526286840439,1.0,101.50214385986328,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0749053955078125,13.973939895629883,0.002682209014892578,-0.010323524475097656,-0.05217790603637695,-0.08420348167419434
841,16.800320863723755,201.66213989257812,42.8161735534668,101.325,0.0,0.8720026284456253,1.0,101.60585021972656,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1179518699646,14.066743850708008,0.002682209014892578,-0.01043081283569336,-0.052106380462646484,-0.08455514907836914
842,16.820321798324585,202.0455322265625,42.825927734375,101.325,0.0,0.8722523957490921,1.0,101.88861846923828,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.160879135131836,14.157379150390625,0.002682209014892578,-0.010538101196289062,-0.0519871711730957,-0.08456707000732422
843,16.84034514427185,202.2251739501953,42.850128173828125,101.325,0.0,0.8725024074316025,1.0,101.97599792480469,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.203162670135498,14.246786117553711,0.002682209014892578,-0.010651350021362305,-0.052165985107421875,-0.08444786071777344
844,16.860350370407104,202.18809509277344,42.92390823364258,101.325,0.0,0.8727526992559432,1.0,101.73519897460938,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.243026256561279,14.333593368530273,0.002682209014892578,-0.010758638381958008,-0.05263090133666992,-0.08462667465209961
845,16.880386114120483,202.27333068847656,42.97312927246094,101.325,0.0,0.8730027645826339,1.0,101.510009765625,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.282901763916016,14.41703987121582,0.002682209014892578,-0.010865926742553711,-0.05307793617248535,-0.08475184440612793
