time_mid,freq_hz,input_amp,output_amp,input_offset,output_offset,gain,phase_rad,phase_deg,delay_sec,n_points,gain_norm,gain_db,phase_unwrapped_rad,phase_unwrapped_deg
39.99012767049993,2.2605635190798603,0.0026930016039270863,0.024679207984231365,0.9508362522058362,31.72384384484627,9.16420099722286,1.4670995825807283,84.05861420728051,-0.10329112568835115,4000,1.2403799273773828,1.8710945918124653,1.4670995825807283,84.05861420728051
40.88009984049995,2.3097614229600008,0.04996770706751499,0.3901919131515017,0.9500007836241302,31.44650538142258,7.8088816968184105,1.5123841046563782,86.65322619948226,-0.104211371666779,89,1.0569366729225445,0.48097934077111715,1.5123841046563782,86.65322619948226
41.740104217500004,2.3572996628324967,0.04996117184454994,0.3691241777898798,0.9499936497243886,31.404000805458075,7.388220975648434,1.467553579662915,84.08462632400108,-0.09908303561835077,87,1.0,0.0,1.467553579662915,84.08462632400108
42.580098806999956,2.4037336171563872,0.04996558197310314,0.3549182885887698,0.9499951022015725,31.374605545151002,7.10325537246469,1.4243925788131087,81.6116831357466,-0.09431124905167447,85,0.9614297401061785,-0.3416489575604529,1.4243925788131087,81.6116831357466
43.41010326999998,2.4496134764883317,0.04994753727715545,0.3410247503081322,0.9499799858053471,31.401163256131195,6.827658957754199,1.3843002107905011,79.31455965736593,-0.08993999395623033,84,0.924127605313668,-0.6853611284705946,1.3843002107905011,79.31455965736593
44.23009134499995,2.4949416553063877,0.04992381279619565,0.3168304215089481,0.9499578709254531,31.410579657051546,6.3462785345011055,1.352771807798145,77.50811523111629,-0.08629473143330661,82,0.8589724854492619,-1.3204149447706617,1.352771807798145,77.50811523111629
45.040090964499996,2.5397155045336066,0.04988235512556393,0.29966015835212756,0.949918536498811,31.3930996203559,6.007337817106322,1.3005475817131116,74.51588748810686,-0.08150069406843416,81,0.8130966624991997,-1.7971564314254163,1.3005475817131116,74.51588748810686
45.82008474749995,2.5828330238047177,0.04990742001656687,0.2980800672353063,0.9499355629659577,31.415207310680284,5.97266032057674,1.2717132283775847,72.8638007369922,-0.07836334932464763,79,0.8084030432038538,-1.8474412053574987,1.2717132283775847,72.8638007369922
46.590097682999954,2.625396774471526,0.04989996158986835,0.2740447372168604,0.9499287881458768,31.414457024232096,5.491882728673327,1.2362908104259163,70.83424568821316,-0.0749455455615758,78,0.7433295169127406,-2.5763724286226513,1.2362908104259163,70.83424568821316
47.36009400149999,2.667961108926943,0.04988365273897802,0.2559695607593064,0.9498996780295532,31.383931451545884,5.131331542593657,1.1965875898948592,68.55941871870643,-0.07138141149695426,77,0.6945287044752071,-3.1661960082443907,1.1965875898948592,68.55941871870643
