time,press_pos,press_neg,act_pos_press,act_neg_press,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5,ctrl6,flow1,flow2,flow3,flow4,flow5,flow6,anlge,angle_vel,profile_idx,profile_mode,profile_time,profile_period
0.020233631134033203,136.87594604492188,38.18026351928711,102.01605224609375,101.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,11.19687557220459,16.142284393310547,-0.056481361389160156,-0.1175999641418457,-0.09752511978149414,-0.1583099365234375,0.0,0.0,-1.0,0.0,0.0,0.0
0.04038262367248535,137.76560974121094,36.46406555175781,102.12775421142578,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.197090148925781,16.141843795776367,-0.056481361389160156,-0.1175999641418457,-0.09717941284179688,-0.15940070152282715,0.0,0.0,0.0,9.0,0.0,12.0
0.060213327407836914,138.1686553955078,35.41718292236328,101.74974060058594,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.197304725646973,16.141403198242188,-0.056481361389160156,-0.1175999641418457,-0.09740591049194336,-0.16064047813415527,0.0,0.0,0.0,9.0,0.02014899253845215,12.0
0.08033323287963867,138.00128173828125,35.641502380371094,101.49176788330078,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.197530746459961,16.140974044799805,-0.056481361389160156,-0.1175999641418457,-0.09732842445373535,-0.16172528266906738,0.0,0.0,0.0,9.0,0.03997969627380371,12.0
0.10039353370666504,138.17532348632812,35.8853759765625,101.657470703125,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.196958541870117,16.14044952392578,-0.056481361389160156,-0.1175999641418457,-0.09770393371582031,-0.16297698020935059,0.0,0.0,0.0,9.0,0.06009960174560547,12.0
0.12033724784851074,138.40660095214844,36.07512664794922,102.22264099121094,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.189949035644531,16.138839721679688,-0.056481361389160156,-0.1175999641418457,-0.0984489917755127,-0.1644134521484375,0.0,0.0,0.0,9.0,0.08015990257263184,12.0
0.1403789520263672,138.14707946777344,36.313934326171875,102.16315460205078,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.178672790527344,16.135740280151367,-0.056481361389160156,-0.1175999641418457,-0.09879469871520996,-0.1657545566558838,0.0,0.0,0.0,9.0,0.10010361671447754,12.0
0.16039752960205078,137.68765258789062,36.54698181152344,101.67249298095703,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.161351203918457,16.127120971679688,-0.056481361389160156,-0.1175999641418457,-0.09882450103759766,-0.16701221466064453,0.0,0.0,0.0,9.0,0.12014532089233398,12.0
0.180342435836792,137.4749755859375,36.708160400390625,101.69657135009766,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.139547348022461,16.114330291748047,-0.056481361389160156,-0.1175999641418457,-0.09882450103759766,-0.16788244247436523,0.0,0.0,0.0,9.0,0.14016389846801758,12.0
0.20038700103759766,137.6737060546875,36.845359802246094,101.85750579833984,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.114811897277832,16.098140716552734,-0.056481361389160156,-0.1175999641418457,-0.0985562801361084,-0.16847848892211914,0.0,0.0,0.0,9.0,0.1601088047027588,12.0
0.22037076950073242,137.7904052734375,36.97320556640625,102.0890121459961,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.08502197265625,16.076828002929688,-0.056481361389160156,-0.1175999641418457,-0.09831786155700684,-0.16898512840270996,0.0,0.0,0.0,9.0,0.18015336990356445,12.0
0.24039220809936523,137.5516357421875,37.14264678955078,102.01307678222656,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.054396629333496,16.053462982177734,-0.056481361389160156,-0.1175999641418457,-0.0980377197265625,-0.16922354698181152,0.0,0.0,0.0,9.0,0.20013713836669922,12.0
0.26038646697998047,137.40618896484375,37.282127380371094,101.80815124511719,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,11.021148681640625,16.029560089111328,-0.056481361389160156,-0.1175999641418457,-0.09810328483581543,-0.16977787017822266,0.0,0.0,0.0,9.0,0.22015857696533203,12.0
0.2803959846496582,137.29556274414062,37.42641830444336,101.66009521484375,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,10.985994338989258,16.003501892089844,-0.056481361389160156,-0.1175999641418457,-0.09790658950805664,-0.1703798770904541,0.0,0.0,0.0,9.0,0.24015283584594727,12.0
0.3003809452056885,137.34230041503906,37.49248123168945,101.83008575439453,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,10.950506210327148,15.975343704223633,-0.056481361389160156,-0.1175999641418457,-0.09796023368835449,-0.17066597938537598,0.0,0.0,0.0,9.0,0.260162353515625,12.0
0.32037353515625,137.3582763671875,37.58053207397461,101.95418548583984,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,10.914743423461914,15.946674346923828,-0.056481361389160156,-0.1175999641418457,-0.09842514991760254,-0.17088651657104492,0.0,0.0,0.0,9.0,0.2801473140716553,12.0
0.3403809070587158,137.36459350585938,37.675071716308594,101.89923095703125,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,10.879289627075195,15.918397903442383,-0.056481361389160156,-0.1175999641418457,-0.09860992431640625,-0.17102360725402832,0.0,0.0,0.0,9.0,0.3001399040222168,12.0
0.3603799343109131,137.40463256835938,37.77833938598633,101.7186279296875,101.08501434326172,1.0,1.0,0.0,0.0,0.0,0.0,10.843574523925781,15.889823913574219,-0.056481361389160156,-0.1175999641418457,-0.09856224060058594,-0.17098784446716309,0.0,0.0,0.0,9.0,0.3201472759246826,12.0
