time,rt_time,press_pos,press_neg,act_pos_press,act_neg_press,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5,ctrl6,flow1,flow2,flow3,flow4,flow5,flow6,angle,angle_vel,chirp_ctrl,chirp_freq,profile_mode,profile_idx,profile_local_time,profile_hold_sec,profile_discard_sec,profile_startup_discard_sec,profile_usable,profile_total_duration,pid_ctrl,pid_ref,pid_measured,pid_err,pid_p,pid_i,pid_d,pid_raw,pid_integral
0.00014766199996074647,180.00115966796875,222.486572265625,101.28338623046875,101.91841888427734,101.32499694824219,0.9500046389385363,0.85,0.0,0.0,0.0,0.0,32.17035675048828,18.59835433959961,0.0,0.0,-0.015813112258911133,0.00010728836059570312,0.0,0.0,0.9500046389385363,0.1,1.0,0.0,0.00014766199996074647,100.0,20.0,20.0,0.0,800.0,0.85,260.0,222.486572265625,37.513427734375,0.11254028320312501,0.0,0.0,0.812459716796875,0.7502685546875
0.020151581999982682,0.000431060791015625,227.23455810546875,101.33203887939453,101.34263610839844,101.32499694824219,0.9506330637042918,0.85,0.0,0.0,0.0,0.0,32.170021057128906,18.59835433959961,0.0,0.0,-0.015920400619506836,0.0006020069122314453,0.0,0.0,0.9506330637042918,0.1,1.0,0.0,0.020151581999982682,100.0,20.0,20.0,0.0,800.0,0.85,260.0,227.23455810546875,32.76544189453125,0.09829632568359375,0.0,-0.0,0.8267036743164062,1.4057058331110701
0.04016299799997114,0.03242230415344238,233.20777893066406,101.3046875,101.54279327392578,101.32499694824219,0.9512616238815784,0.85,0.0,0.0,0.0,0.0,32.16991424560547,18.59835433959961,0.0,0.0,-0.01590251922607422,0.0006079673767089844,0.0,0.0,0.9512616238815784,0.1,1.0,0.0,0.04016299799997114,100.0,20.0,20.0,0.0,800.0,0.85,260.0,233.20777893066406,26.792221069335938,0.08037666320800782,0.0,-0.0,0.8446233367919922,1.9418561144932072
0.0600688629999695,0.04039454460144043,234.35267639160156,101.3285140991211,101.43193054199219,101.32499694824219,0.9518866709895288,0.85,0.0,0.0,0.0,0.0,32.169700622558594,18.59835433959961,0.0,0.0,-0.015920400619506836,0.0007331371307373047,0.0,0.0,0.9518866709895288,0.1,1.0,0.0,0.0600688629999695,100.0,20.0,20.0,0.0,800.0,0.85,260.0,234.35267639160156,25.647323608398438,0.07694197082519531,0.0,-0.0,0.8480580291748048,2.454802586661176
0.08017405900000085,0.060292959213256836,234.9667205810547,101.33313751220703,101.367431640625,101.32499694824219,0.9525176772121056,0.85,0.0,0.0,0.0,0.0,32.16936492919922,18.59835433959961,0.0,0.0,-0.015842914581298828,0.0010013580322265625,0.0,0.0,0.9525176772121056,0.1,1.0,0.0,0.08017405900000085,100.0,20.0,20.0,0.0,800.0,0.85,260.0,234.9667205810547,25.033279418945312,0.07509983825683594,0.0,-0.0,0.8499001617431641,2.9581015759026226
0.10008999399997265,0.08065366744995117,236.4210662841797,101.31719207763672,101.60859680175781,101.32499694824219,0.9531423476374149,0.8542631988525391,0.0,0.0,0.0,0.0,32.16474151611328,18.59835433959961,0.0,0.0,-0.015789270401000977,0.001329183578491211,0.0,0.0,0.9531423476374149,0.1,1.0,0.0,0.10008999399997265,100.0,20.0,20.0,0.0,800.0,0.8542631988525391,260.0,236.4210662841797,23.578933715820312,0.07073680114746093,0.0,-0.0,0.8542631988525391,3.429680250219029
0.12008331199996292,0.10059332847595215,238.10609436035156,101.2963638305664,101.82698822021484,101.32499694824219,0.953768950158828,0.8593182830810547,0.0,0.0,0.0,0.0,32.15399932861328,18.59835433959961,0.0,0.0,-0.015872716903686523,0.0017344951629638672,0.0,0.0,0.953768950158828,0.1,1.0,0.0,0.12008331199996292,100.0,20.0,20.0,0.0,800.0,0.8593182830810547,260.0,238.10609436035156,21.893905639648438,0.06568171691894531,0.0,-0.0,0.8593182830810547,3.8675583630119976
0.14008580899997014,0.12057709693908691,239.60824584960938,101.30574798583984,101.65091705322266,101.32499694824219,0.9543952451674932,0.8638247375488282,0.0,0.0,0.0,0.0,32.134735107421875,18.59835433959961,0.0,0.0,-0.016230344772338867,0.001913309097290039,0.0,0.0,0.9543952451674932,0.1,1.0,0.0,0.14008580899997014,100.0,20.0,20.0,0.0,800.0,0.8638247375488282,260.0,239.60824584960938,20.391754150390625,0.06117526245117188,0.0,-0.0,0.8638247375488282,4.275444364230071
0.16008536199996115,0.14057326316833496,244.71875,101.33797454833984,101.44432830810547,101.32499694824219,0.9550207539216709,0.8791562500000001,0.0,0.0,0.0,0.0,32.10722351074219,18.59835433959961,0.0,0.0,-0.016671419143676758,0.0015854835510253906,0.0,0.0,0.9550207539216709,0.1,1.0,0.0,0.16008536199996115,100.0,20.0,20.0,0.0,800.0,0.8791562500000001,260.0,244.71875,15.28125,0.04584375,0.0,-0.0,0.8791562500000001,4.581069364230071
0.18009165999995957,0.16070127487182617,250.1389617919922,101.33699798583984,101.46792602539062,101.32499694824219,0.9556456804213725,0.8954168853759766,0.0,0.0,0.0,0.0,32.07354736328125,18.59835433959961,0.0,0.0,-0.017195940017700195,0.001519918441772461,0.0,0.0,0.9556456804213725,0.1,1.0,0.0,0.18009165999995957,100.0,20.0,20.0,0.0,800.0,0.8954168853759766,260.0,250.1389617919922,9.861038208007812,0.029583114624023438,0.0,-0.0,0.8954168853759766,4.778352233208846
0.20008043899997574,0.18053078651428223,250.75550842285156,101.31764221191406,101.708251953125,101.32499694824219,0.9562691688092562,0.8972665252685548,0.0,0.0,0.0,0.0,32.0343132019043,18.59835433959961,0.0,0.0,-0.01773834228515625,0.0012040138244628906,0.0,0.0,0.9562691688092562,0.1,1.0,0.0,0.20008043899997574,100.0,20.0,20.0,0.0,800.0,0.8972665252685548,260.0,250.75550842285156,9.244491577148438,0.02773347473144531,0.0,-0.0,0.8972665252685548,4.963242064751815
