curr_time,press_pos,press_neg,act_pos_press,act_neg_press,ref_act_pos,ref_act_neg,ctrl_ch_pos,ctrl_ch_neg,ctrl_act_pos_in,ctrl_act_pos_out,ctrl_act_neg_in,ctrl_act_neg_out
0.019999999999999823,102.80047341143789,95.43443704773682,101.325,101.29874574765925,116.93720948047068,73.96230188034994,0.8829837635159492,0.900013792514801,0.9317343384027481,0.8778017356991767,0.9031973108649254,1.0
0.019999999999999823,102.80047341143789,95.43443704773682,101.325,101.29874574765925,116.93720948047068,73.96230188034994,0.8809594646096229,0.8995405077934265,0.9303412169218063,0.8758545458316803,0.9008155897259712,0.953242015838623
0.019999999999999823,102.80047341143789,95.43443704773682,101.325,101.29874574765925,116.93720948047068,73.96230188034994,0.8811446532607078,0.9000386923551559,0.9288122326135635,0.8791167959570885,0.9039992243051529,0.9588793396949767
0.019999999999999823,102.80047341143789,95.43443704773682,101.325,101.29874574765925,116.93720948047068,73.96230188034994,0.8806302726268768,0.9003021568059921,0.9277010470628738,0.8790923699736595,0.9044040456414223,0.9602322280406952
0.019999999999999823,102.80047341143789,95.43443704773682,101.325,101.29874574765925,116.93720948047068,73.96230188034994,0.8793665632605553,0.9002612352371215,0.9270107984542847,0.8794352099299431,0.9055677890777588,0.9626467615365981
0.03999999999999961,105.17201682596053,90.23414152132028,101.32700705929746,101.07413275758023,116.93720948047068,73.96230188034994,0.8811805188655853,0.9014175713062286,0.9258329600095748,0.8783135771751404,0.9035242810845375,0.9601768404245377
0.060000000000000185,107.73029177364563,85.5344569705014,101.34145218181813,100.48673615927764,116.93720948047068,73.96230188034994,0.8821468785405159,0.9031530141830444,0.9221161738038063,0.8771543398499488,0.9034967482089996,0.9533026248216628
0.07999999999999834,110.25053205056479,81.26340867890045,101.38049401345314,99.53058683091555,116.93720948047068,73.96230188034994,0.8831092596054076,0.8992346823215485,0.9243579059839249,0.8801726207137107,0.905250009894371,0.9486007034778595
0.09999999999999613,112.66270338866441,77.38755480850399,101.45382016324896,98.20035547696634,116.93720948047068,73.96230188034994,0.8817727595567703,0.9054293379187583,0.9149206340312958,0.8766448140144348,0.9037044182419777,0.9599388659000396
0.11999999999999393,114.95093383832912,73.87239371896995,101.56791850655351,96.52958407009814,116.93720948047068,73.96230188034994,0.8799646914005279,0.9052273094654083,0.9122414112091064,0.8736191347241401,0.9008709996938705,0.9650246024131774
0.13999999999999174,117.11706646326485,70.67703015887814,101.72607702815232,94.58426721833398,116.93720948047068,73.96230188034994,0.8801542118191719,0.9065839216113091,0.9106542408466339,0.8762246236205101,0.9040003329515457,0.9696535766124725
0.15999999999998954,119.164146752303,67.76440552005302,101.92774898754894,92.42936449263912,116.93720948047068,73.96230188034994,0.8798619136214256,0.9075572729110718,0.9094835415482521,0.8763515189290046,0.9051125958561897,0.9725549489259719
0.17999999999998734,121.10156610800014,65.09879024407235,102.16829655056732,90.12672081866242,116.93720948047068,73.96230188034994,0.881444376707077,0.9090166315436363,0.9095927029848099,0.8764240190386772,0.9065495401620864,0.973592221736908
0.19999999999998513,122.93832992389693,62.641926144876,102.44179481115917,87.74838443305093,116.93720948047068,73.96230188034994,0.8832254841923713,0.9099731788039207,0.9109972953796387,0.8765432968735695,0.9074091076850891,0.9736369967460632
0.21999999999998293,124.68079843603032,60.349286115987034,102.73616185484077,85.39477974526353,116.15567207449799,73.40087005845677,0.8818396270275116,0.9088249698281288,0.9141641795635224,0.8743559688329696,0.9068571627140045,0.971574467420578
0.23999999999998073,126.33663676937391,58.19034591195346,103.03835764117768,83.1276269420485,116.12369331995613,73.36397867023383,0.8819414794445037,0.9079755589365959,0.918015170097351,0.8746376186609268,0.9067568436264991,0.9698830306529999
0.25999999999998963,127.91432508785877,56.1501413580552,103.33654025795889,80.97035439238653,116.12369331995613,73.36397867023383,0.8820004969835281,0.9062881097197533,0.923156414926052,0.8752046555280685,0.9058478742837905,0.9666656404733658
0.28000000000000963,129.41884350116857,54.220131850793784,103.62090871261273,78.9247917911181,116.12369331995613,73.36397867023383,0.8821387156844139,0.9048297345638275,0.9274380475282669,0.8750983327627182,0.9047478288412094,0.9563254743814468
0.30000000000002963,130.85414308923504,52.3976068395834,103.8843696537734,76.98368373989581,116.12369331995613,73.36397867023383,0.8833214581012726,0.9057542830705643,0.9325853139162064,0.8750139236450195,0.905016528069973,0.9308692902326584
0.32000000000004963,132.22572990849906,50.6791021440592,104.12315670083306,75.13731159978583,116.12369331995613,73.36397867023383,0.8843321546912193,0.9061132520437241,0.9369269967079162,0.8752605527639389,0.9047770112752914,0.9088453859090805
0.34000000000006964,133.53650228637878,49.060003449338524,104.33775685842869,73.37612551100987,116.12369331995613,73.36397867023383,0.8853801250457763,0.9058524474501609,0.9413170129060745,0.8763125374913215,0.9047062456607818,0.893415880203247
0.36000000000008964,134.79196493922382,47.532914044679146,104.53324006179054,71.69155768873512,116.09517294753398,73.32718771715186,0.8866738170385361,0.903513503074646,0.9451867699623108,0.8772216632962226,0.9055051863193512,0.8834490329027176
0.38000000000010964,135.99290733916396,46.09068213593625,104.72005323303954,70.07638742832656,116.07022351411175,73.29050300892882,0.8874051123857498,0.9000436455011368,0.9454564392566681,0.877272392809391,1.0,0.8816496372222901
0.40000000000012964,137.14092688939115,44.72376242371028,104.91372039684846,68.52847312931665,116.04894348370485,73.25393033850544,0.8880917489528656,0.8969030246138573,0.9453871756792068,0.8770971193909645,1.0,0.8798888877034187
0.42000000000014964,138.23558434292394,43.42036088107683,105.13514142543751,67.05764658055448,116.03141683887137,73.21747548113032,0.8869674876332283,0.896799612045288,0.9392852038145065,0.8739378258585929,1.0,0.8784903571009636
