curr_time,press_pos,press_neg,act_pos_press,act_neg_press,ref_act_pos,ref_act_neg,ctrl_ch_pos,ctrl_ch_neg,ctrl_act_pos_in,ctrl_act_pos_out,ctrl_act_neg_in,ctrl_act_neg_out,flowrate1,flowrate2,flowrate3,flowrate4,flowrate5,flowrate6
0.01999999999998181,151.55538940429688,17.10771942138672,97.30036926269531,82.3025894165039,116.93721008300781,73.9623031616211,0.9239873886108398,0.8797415494918823,0.9763738512992859,0.8663029670715332,0.9591115713119507,0.9434913396835327,0.5516409873962402,0.16536712646484375,-0.07614493370056152,1.1920928955078125e-05,-0.042253732681274414,0.5970537662506104
0.03999999999996362,149.60345458984375,18.156753540039062,100.41602325439453,82.04029846191406,116.93721008300781,73.9623031616211,0.912691056728363,0.8806297183036804,0.9697580337524414,0.8667177557945251,0.956953763961792,0.876218318939209,0.5546212196350098,0.16536712646484375,-0.07609128952026367,0.0031054019927978516,-0.03708600997924805,0.6162822246551514
0.05999999999994543,148.1835479736328,18.140647888183594,103.52607727050781,81.8749008178711,116.93721008300781,73.9623031616211,0.9095699191093445,0.8809421062469482,0.9670565128326416,0.8671491742134094,0.955696165561676,0.8776767253875732,0.5704283714294434,0.16536712646484375,-0.07603764533996582,0.018340349197387695,-0.02396106719970703,0.6522715091705322
0.07999999999992724,146.51580810546875,18.530746459960938,106.17681884765625,81.87765502929688,116.93721008300781,73.9623031616211,0.9059403538703918,0.8818202614784241,0.962260901927948,0.8674858808517456,0.951515793800354,0.8796839118003845,0.6035685539245605,0.1663684844970703,-0.07597804069519043,0.0563502311706543,0.0019490718841552734,0.7111191749572754
0.09999999999990905,144.73171997070312,18.948501586914062,108.53358459472656,82.07943725585938,116.93721008300781,73.9623031616211,0.9062984585762024,0.8829236030578613,0.9615716934204102,0.8661755919456482,0.9507919549942017,0.8748145699501038,0.6610631942749023,0.17222166061401367,-0.07592439651489258,0.12399554252624512,0.04271268844604492,0.7937014102935791
0.11999999999989086,143.91513061523438,19.298110961914062,110.82967376708984,82.47926330566406,116.93721008300781,73.9623031616211,0.9027556777000427,0.8857237696647644,0.957173764705658,0.867376446723938,0.9476324915885925,0.8725656867027283,0.7497787475585938,0.18705129623413086,-0.07587075233459473,0.22777318954467773,0.10164380073547363,0.901031494140625
0.13999999999987267,143.17520141601562,19.632766723632812,112.37379455566406,83.05316162109375,116.93721008300781,73.9623031616211,0.9013668298721313,0.8890541195869446,0.9564235210418701,0.8685632348060608,0.9476191401481628,0.8709673285484314,0.8751034736633301,0.2147078514099121,-0.07581710815429688,0.3765523433685303,0.18193721771240234,1.0329842567443848
0.15999999999985448,142.19601440429688,19.988357543945312,113.9213638305664,83.80867004394531,116.93721008300781,73.9623031616211,0.8985576033592224,0.891205906867981,0.9547634720802307,0.8691706657409668,0.9451058506965637,0.873989999294281,1.0215163230895996,0.25124549865722656,-0.07576346397399902,0.5524337291717529,0.2744138240814209,1.1731445789337158
0.1799999999998363,141.04791259765625,20.40306854248047,115.43043518066406,84.73187255859375,116.93721008300781,73.9623031616211,0.8973106145858765,0.8915701508522034,0.9541758298873901,0.8693193793296814,0.9436126351356506,0.8756497502326965,1.19704008102417,0.30101537704467773,-0.07570981979370117,0.7673144340515137,0.38574934005737305,1.3335704803466797
0.1999999999998181,140.01568603515625,20.765731811523438,117.29737091064453,85.7706527709961,116.93721008300781,73.9623031616211,0.8997873067855835,0.890855073928833,0.9553420543670654,0.8683617115020752,0.939370334148407,0.8761106133460999,1.392662525177002,0.3637075424194336,-0.07562637329101562,1.0135412216186523,0.5101680755615234,1.5050828456878662
